"time","toy","dow","holy","tod","temp","dateTime","dem","dem48","temp95"
8543,0.50958904109589,"Thu",FALSE,46,14,2010-07-08 22:00:00,1545.76,1539.277,15.2486744853466
8544,0.50958904109589,"Thu",FALSE,47,14,2010-07-08 22:30:00,1422.03,1437.612,15.1862407610793
8545,0.512328767123288,"Fri",FALSE,0,13,2010-07-08 23:00:00,1223.755,1225.312,15.0769287230253
8546,0.512328767123288,"Fri",FALSE,1,13,2010-07-08 23:30:00,992.152,996.81,14.9730822868741
8547,0.512328767123288,"Fri",FALSE,2,13,2010-07-09,815.132,837.874,14.8744281725304
8548,0.512328767123288,"Fri",FALSE,3,14,2010-07-09 00:30:00,668.108,686.463,14.8307067639038
8549,0.512328767123288,"Fri",FALSE,4,14,2010-07-09 01:00:00,585.668,602.822,14.7891714257086
8550,0.512328767123288,"Fri",FALSE,5,14,2010-07-09 01:30:00,541.628,543.817,14.7497128544232
8551,0.512328767123288,"Fri",FALSE,6,14,2010-07-09 02:00:00,519.03,517.59,14.712227211702
8552,0.512328767123288,"Fri",FALSE,7,14,2010-07-09 02:30:00,496.402,511.868,14.6766158511169
8553,0.512328767123288,"Fri",FALSE,8,14,2010-07-09 03:00:00,494.64,500.368,14.6427850585611
8554,0.512328767123288,"Fri",FALSE,9,14,2010-07-09 03:30:00,481.23,490.734,14.610645805633
8555,0.512328767123288,"Fri",FALSE,10,14,2010-07-09 04:00:00,490.214,498.722,14.5801135153514
8556,0.512328767123288,"Fri",FALSE,11,14,2010-07-09 04:30:00,517.974,510.26,14.5511078395838
8557,0.512328767123288,"Fri",FALSE,12,14,2010-07-09 05:00:00,559.966,555.526,14.5235524476046
8558,0.512328767123288,"Fri",FALSE,13,15,2010-07-09 05:30:00,642.001,668.312,14.5473748252244
8559,0.512328767123288,"Fri",FALSE,14,16,2010-07-09 06:00:00,751.969,770.422,14.6200060839632
8560,0.512328767123288,"Fri",FALSE,15,17,2010-07-09 06:30:00,884.989,921.541,14.739005779765
8561,0.512328767123288,"Fri",FALSE,16,17,2010-07-09 07:00:00,1065.792,1077.724,14.8520554907768
8562,0.512328767123288,"Fri",FALSE,17,17,2010-07-09 07:30:00,1115.709,1158.443,14.9594527162379
8563,0.512328767123288,"Fri",FALSE,18,17,2010-07-09 08:00:00,1162.296,1196.17,15.061480080426
8564,0.512328767123288,"Fri",FALSE,19,18,2010-07-09 08:30:00,1193.941,1212.648,15.2084060764047
8565,0.512328767123288,"Fri",FALSE,20,17,2010-07-09 09:00:00,1184.283,1209.131,15.2979857725845
8566,0.512328767123288,"Fri",FALSE,21,17,2010-07-09 09:30:00,1219.138,1154.957,15.3830864839553
8567,0.512328767123288,"Fri",FALSE,22,17,2010-07-09 10:00:00,1243.906,1105.418,15.4639321597575
8568,0.512328767123288,"Fri",FALSE,23,17,2010-07-09 10:30:00,1165.784,1161.295,15.5407355517696
8569,0.512328767123288,"Fri",FALSE,24,17,2010-07-09 11:00:00,1181.702,1186.133,15.6136987741811
8570,0.512328767123288,"Fri",FALSE,25,17,2010-07-09 11:30:00,1258.845,1204.795,15.6830138354721
8571,0.512328767123288,"Fri",FALSE,26,17,2010-07-09 12:00:00,1310.766,1292.758,15.7488631436985
8572,0.512328767123288,"Fri",FALSE,27,17,2010-07-09 12:30:00,1324.907,1284.328,15.8114199865136
8573,0.512328767123288,"Fri",FALSE,28,17,2010-07-09 13:00:00,1274.028,1228.214,15.8708489871879
8574,0.512328767123288,"Fri",FALSE,29,17,2010-07-09 13:30:00,1246.514,1177.018,15.9273065378285
8575,0.512328767123288,"Fri",FALSE,30,16,2010-07-09 14:00:00,1201.228,1154.378,15.9309412109371
8576,0.512328767123288,"Fri",FALSE,31,16,2010-07-09 14:30:00,1169.714,1162.272,15.9343941503902
8577,0.512328767123288,"Fri",FALSE,32,17,2010-07-09 15:00:00,1212.431,1182.787,15.9876744428707
8578,0.512328767123288,"Fri",FALSE,33,17,2010-07-09 15:30:00,1301.462,1296.973,16.0382907207272
8579,0.512328767123288,"Fri",FALSE,34,17,2010-07-09 16:00:00,1437.531,1425.908,16.0863761846908
8580,0.512328767123288,"Fri",FALSE,35,17,2010-07-09 16:30:00,1664.108,1589.347,16.1320573754563
8581,0.512328767123288,"Fri",FALSE,36,16,2010-07-09 17:00:00,1768.352,1757.03,16.1254545066834
8582,0.512328767123288,"Fri",FALSE,37,15,2010-07-09 17:30:00,1769.702,1811.895,16.0691817813493
8583,0.512328767123288,"Fri",FALSE,38,15,2010-07-09 18:00:00,1667.016,1741.722,16.0157226922818
8584,0.512328767123288,"Fri",FALSE,39,15,2010-07-09 18:30:00,1715.381,1659.12,15.9649365576677
8585,0.512328767123288,"Fri",FALSE,40,14,2010-07-09 19:00:00,1629.69,1673.334,15.8666897297843
8586,0.512328767123288,"Fri",FALSE,41,14,2010-07-09 19:30:00,1611.541,1600.634,15.7733552432951
8587,0.512328767123288,"Fri",FALSE,42,14,2010-07-09 20:00:00,1577.815,1587.379,15.6846874811304
8588,0.512328767123288,"Fri",FALSE,43,13,2010-07-09 20:30:00,1656.62,1639.969,15.5504531070738
8589,0.512328767123288,"Fri",FALSE,44,14,2010-07-09 21:00:00,1605.441,1597.809,15.4729304517201
8590,0.512328767123288,"Fri",FALSE,45,13,2010-07-09 21:30:00,1650.13,1595.953,15.3492839291341
8591,0.512328767123288,"Fri",FALSE,46,14,2010-07-09 22:00:00,1502.672,1545.76,15.2818197326774
8592,0.512328767123288,"Fri",FALSE,47,14,2010-07-09 22:30:00,1394.197,1422.03,15.2177287460436
8593,0.515068493150685,"Sat",FALSE,0,14,2010-07-09 23:00:00,1271.158,1223.755,15.1568423087414
8594,0.515068493150685,"Sat",FALSE,1,14,2010-07-09 23:30:00,1037.096,992.152,15.0990001933043
8595,0.515068493150685,"Sat",FALSE,2,16,2010-07-10,865.699,815.132,15.1440501836391
8596,0.515068493150685,"Sat",FALSE,3,17,2010-07-10 00:30:00,752.613,668.108,15.2368476744571
8597,0.515068493150685,"Sat",FALSE,4,17,2010-07-10 01:00:00,642.437,585.668,15.3250052907343
8598,0.515068493150685,"Sat",FALSE,5,17,2010-07-10 01:30:00,593.977,541.628,15.4087550261976
8599,0.515068493150685,"Sat",FALSE,6,17,2010-07-10 02:00:00,545.772,519.03,15.4883172748877
8600,0.515068493150685,"Sat",FALSE,7,17,2010-07-10 02:30:00,530.023,496.402,15.5639014111433
8601,0.515068493150685,"Sat",FALSE,8,17,2010-07-10 03:00:00,503.816,494.64,15.6357063405861
8602,0.515068493150685,"Sat",FALSE,9,17,2010-07-10 03:30:00,514.343,481.23,15.7039210235568
8603,0.515068493150685,"Sat",FALSE,10,17,2010-07-10 04:00:00,499.719,490.214,15.768724972379
8604,0.515068493150685,"Sat",FALSE,11,17,2010-07-10 04:30:00,509.287,517.974,15.83028872376
8605,0.515068493150685,"Sat",FALSE,12,17,2010-07-10 05:00:00,527.547,559.966,15.888774287572
8606,0.515068493150685,"Sat",FALSE,13,17,2010-07-10 05:30:00,573.548,642.001,15.9443355731934
8607,0.515068493150685,"Sat",FALSE,14,17,2010-07-10 06:00:00,616.322,751.969,15.9971187945338
8608,0.515068493150685,"Sat",FALSE,15,18,2010-07-10 06:30:00,731.598,884.989,16.0972628548071
8609,0.515068493150685,"Sat",FALSE,16,18,2010-07-10 07:00:00,799.293,1065.792,16.1923997120667
8610,0.515068493150685,"Sat",FALSE,17,18,2010-07-10 07:30:00,907.199,1115.709,16.2827797264634
8611,0.515068493150685,"Sat",FALSE,18,17,2010-07-10 08:00:00,1100.647,1162.296,16.3186407401402
8612,0.515068493150685,"Sat",FALSE,19,18,2010-07-10 08:30:00,1253.381,1193.941,16.4027087031332
8613,0.515068493150685,"Sat",FALSE,20,19,2010-07-10 09:00:00,1372.418,1184.283,16.5325732679765
8614,0.515068493150685,"Sat",FALSE,21,19,2010-07-10 09:30:00,1469.563,1219.138,16.6559446045777
8615,0.515068493150685,"Sat",FALSE,22,19,2010-07-10 10:00:00,1470.134,1243.906,16.7731473743488
8616,0.515068493150685,"Sat",FALSE,23,19,2010-07-10 10:30:00,1493,1165.784,16.8844900056314
8617,0.515068493150685,"Sat",FALSE,24,18,2010-07-10 11:00:00,1504.026,1181.702,16.9402655053498
8618,0.515068493150685,"Sat",FALSE,25,19,2010-07-10 11:30:00,1603.399,1258.845,17.0432522300823
8619,0.515068493150685,"Sat",FALSE,26,19,2010-07-10 12:00:00,1696.983,1310.766,17.1410896185782
8620,0.515068493150685,"Sat",FALSE,27,18,2010-07-10 12:30:00,1629.513,1324.907,17.1840351376493
8621,0.515068493150685,"Sat",FALSE,28,19,2010-07-10 13:00:00,1586.627,1274.028,17.2748333807668
8622,0.515068493150685,"Sat",FALSE,29,20,2010-07-10 13:30:00,1511.335,1246.514,17.4110917117285
8623,0.515068493150685,"Sat",FALSE,30,19,2010-07-10 14:00:00,1458.334,1201.228,17.4905371261421
8624,0.515068493150685,"Sat",FALSE,31,18,2010-07-10 14:30:00,1486.175,1169.714,17.5160102698349
8625,0.515068493150685,"Sat",FALSE,32,19,2010-07-10 15:00:00,1508.162,1212.431,17.5902097563432
8626,0.515068493150685,"Sat",FALSE,33,19,2010-07-10 15:30:00,1604.114,1301.462,17.660699268526
8627,0.515068493150685,"Sat",FALSE,34,19,2010-07-10 16:00:00,1673.665,1437.531,17.7276643050997
8628,0.515068493150685,"Sat",FALSE,35,18,2010-07-10 16:30:00,1739.635,1664.108,17.7412810898447
8629,0.515068493150685,"Sat",FALSE,36,17,2010-07-10 17:00:00,1842.996,1768.352,17.7042170353525
8630,0.515068493150685,"Sat",FALSE,37,18,2010-07-10 17:30:00,1886.911,1769.702,17.7190061835849
8631,0.515068493150685,"Sat",FALSE,38,17,2010-07-10 18:00:00,1836.445,1667.016,17.6830558744056
8632,0.515068493150685,"Sat",FALSE,39,17,2010-07-10 18:30:00,1818.012,1715.381,17.6489030806854
8633,0.515068493150685,"Sat",FALSE,40,17,2010-07-10 19:00:00,1694.538,1629.69,17.6164579266511
8634,0.515068493150685,"Sat",FALSE,41,17,2010-07-10 19:30:00,1698.199,1611.541,17.5856350303185
8635,0.515068493150685,"Sat",FALSE,42,17,2010-07-10 20:00:00,1605.065,1577.815,17.5563532788026
8636,0.515068493150685,"Sat",FALSE,43,17,2010-07-10 20:30:00,1577.01,1656.62,17.5285356148625
8637,0.515068493150685,"Sat",FALSE,44,17,2010-07-10 21:00:00,1569.775,1605.441,17.5021088341194
8638,0.515068493150685,"Sat",FALSE,45,17,2010-07-10 21:30:00,1529.984,1650.13,17.4770033924134
8639,0.515068493150685,"Sat",FALSE,46,17,2010-07-10 22:00:00,1450.541,1502.672,17.4531532227927
8640,0.515068493150685,"Sat",FALSE,47,17,2010-07-10 22:30:00,1385.59,1394.197,17.4304955616531
8641,0.517808219178082,"Sun",FALSE,0,17,2010-07-10 23:00:00,1228.314,1271.158,17.4089707835704
8642,0.517808219178082,"Sun",FALSE,1,17,2010-07-10 23:30:00,1048.194,1037.096,17.3885222443919
8643,0.517808219178082,"Sun",FALSE,2,17,2010-07-11,910.374,865.699,17.3690961321723
8644,0.517808219178082,"Sun",FALSE,3,15,2010-07-11 00:30:00,797.993,752.613,17.2506413255637
8645,0.517808219178082,"Sun",FALSE,4,14,2010-07-11 01:00:00,704.685,642.437,17.0881092592855
8646,0.517808219178082,"Sun",FALSE,5,13,2010-07-11 01:30:00,637.98,593.977,16.8837037963212
8647,0.517808219178082,"Sun",FALSE,6,13,2010-07-11 02:00:00,577.926,545.772,16.6895186065052
8648,0.517808219178082,"Sun",FALSE,7,12,2010-07-11 02:30:00,547.014,530.023,16.4550426761799
8649,0.517808219178082,"Sun",FALSE,8,12,2010-07-11 03:00:00,528.049,503.816,16.2322905423709
8650,0.517808219178082,"Sun",FALSE,9,11,2010-07-11 03:30:00,507.251,514.343,15.9706760152524
8651,0.517808219178082,"Sun",FALSE,10,11,2010-07-11 04:00:00,498.338,499.719,15.7221422144897
8652,0.517808219178082,"Sun",FALSE,11,11,2010-07-11 04:30:00,521.121,509.287,15.4860351037653
8653,0.517808219178082,"Sun",FALSE,12,11,2010-07-11 05:00:00,527.71,527.547,15.261733348577
8654,0.517808219178082,"Sun",FALSE,13,11,2010-07-11 05:30:00,569.185,573.548,15.0486466811481
8655,0.517808219178082,"Sun",FALSE,14,11,2010-07-11 06:00:00,593.464,616.322,14.8462143470907
8656,0.517808219178082,"Sun",FALSE,15,11,2010-07-11 06:30:00,643.398,731.598,14.6539036297362
8657,0.517808219178082,"Sun",FALSE,16,12,2010-07-11 07:00:00,760.281,799.293,14.5212084482494
8658,0.517808219178082,"Sun",FALSE,17,13,2010-07-11 07:30:00,863.827,907.199,14.4451480258369
8659,0.517808219178082,"Sun",FALSE,18,13,2010-07-11 08:00:00,1116.271,1100.647,14.3728906245451
8660,0.517808219178082,"Sun",FALSE,19,14,2010-07-11 08:30:00,1315.8,1253.381,14.3542460933178
8661,0.517808219178082,"Sun",FALSE,20,14,2010-07-11 09:00:00,1448.808,1372.418,14.3365337886519
8662,0.517808219178082,"Sun",FALSE,21,15,2010-07-11 09:30:00,1516.64,1469.563,14.3697070992193
8663,0.517808219178082,"Sun",FALSE,22,16,2010-07-11 10:00:00,1667.787,1470.134,14.4512217442584
8664,0.517808219178082,"Sun",FALSE,23,16,2010-07-11 10:30:00,1663.802,1493,14.5286606570454
8665,0.517808219178082,"Sun",FALSE,24,16,2010-07-11 11:00:00,1698.434,1504.026,14.6022276241932
8666,0.517808219178082,"Sun",FALSE,25,16,2010-07-11 11:30:00,1744.629,1603.399,14.6721162429835
8667,0.517808219178082,"Sun",FALSE,26,17,2010-07-11 12:00:00,1775.264,1696.983,14.7885104308343
8668,0.517808219178082,"Sun",FALSE,27,17,2010-07-11 12:30:00,1784.601,1629.513,14.8990849092926
8669,0.517808219178082,"Sun",FALSE,28,18,2010-07-11 13:00:00,1654.678,1586.627,15.054130663828
8670,0.517808219178082,"Sun",FALSE,29,19,2010-07-11 13:30:00,1555.734,1511.335,15.2514241306366
8671,0.517808219178082,"Sun",FALSE,30,19,2010-07-11 14:00:00,1481.241,1458.334,15.4388529241048
8672,0.517808219178082,"Sun",FALSE,31,18,2010-07-11 14:30:00,1492.999,1486.175,15.5669102778995
8673,0.517808219178082,"Sun",FALSE,32,18,2010-07-11 15:00:00,1440.314,1508.162,15.6885647640045
8674,0.517808219178082,"Sun",FALSE,33,18,2010-07-11 15:30:00,1464.238,1604.114,15.8041365258043
8675,0.517808219178082,"Sun",FALSE,34,18,2010-07-11 16:00:00,1436.127,1673.665,15.9139296995141
8676,0.517808219178082,"Sun",FALSE,35,17,2010-07-11 16:30:00,1494.023,1739.635,15.9682332145384
8677,0.517808219178082,"Sun",FALSE,36,18,2010-07-11 17:00:00,1585.275,1842.996,16.0698215538115
8678,0.517808219178082,"Sun",FALSE,37,18,2010-07-11 17:30:00,1646.092,1886.911,16.1663304761209
8679,0.517808219178082,"Sun",FALSE,38,18,2010-07-11 18:00:00,1568.35,1836.445,16.2580139523149
8680,0.517808219178082,"Sun",FALSE,39,18,2010-07-11 18:30:00,1577.951,1818.012,16.3451132546991
8681,0.517808219178082,"Sun",FALSE,40,17,2010-07-11 19:00:00,1465.511,1694.538,16.3778575919642
8682,0.517808219178082,"Sun",FALSE,41,17,2010-07-11 19:30:00,1453.113,1698.199,16.4089647123659
8683,0.517808219178082,"Sun",FALSE,42,16,2010-07-11 20:00:00,1423.57,1605.065,16.3885164767476
8684,0.517808219178082,"Sun",FALSE,43,16,2010-07-11 20:30:00,1360.574,1577.01,16.3690906529103
8685,0.517808219178082,"Sun",FALSE,44,15,2010-07-11 21:00:00,1371.475,1569.775,16.3006361202647
8686,0.517808219178082,"Sun",FALSE,45,13,2010-07-11 21:30:00,1453.154,1529.984,16.1356043142515
8687,0.517808219178082,"Sun",FALSE,46,12,2010-07-11 22:00:00,1527.66,1450.541,15.9288240985389
8688,0.517808219178082,"Sun",FALSE,47,11,2010-07-11 22:30:00,1411.695,1385.59,15.682382893612
8689,0.520547945205479,"Mon",FALSE,0,10,2010-07-11 23:00:00,1215.441,1228.314,15.3982637489314
8690,0.520547945205479,"Mon",FALSE,1,10,2010-07-11 23:30:00,1001.846,1048.194,15.1283505614848
8691,0.520547945205479,"Mon",FALSE,2,11,2010-07-12,806.049,910.374,14.9219330334106
8692,0.520547945205479,"Mon",FALSE,3,11,2010-07-12 00:30:00,687.35,797.993,14.72583638174
8693,0.520547945205479,"Mon",FALSE,4,11,2010-07-12 01:00:00,607.865,704.685,14.539544562653
8694,0.520547945205479,"Mon",FALSE,5,10,2010-07-12 01:30:00,565.052,637.98,14.3125673345204
8695,0.520547945205479,"Mon",FALSE,6,10,2010-07-12 02:00:00,544.685,577.926,14.0969389677944
8696,0.520547945205479,"Mon",FALSE,7,10,2010-07-12 02:30:00,512.881,547.014,13.8920920194047
8697,0.520547945205479,"Mon",FALSE,8,10,2010-07-12 03:00:00,487.763,528.049,13.6974874184344
8698,0.520547945205479,"Mon",FALSE,9,10,2010-07-12 03:30:00,474.534,507.251,13.5126130475127
8699,0.520547945205479,"Mon",FALSE,10,10,2010-07-12 04:00:00,472.454,498.338,13.3369823951371
8700,0.520547945205479,"Mon",FALSE,11,11,2010-07-12 04:30:00,503.358,521.121,13.2201332753802
8701,0.520547945205479,"Mon",FALSE,12,11,2010-07-12 05:00:00,545.793,527.71,13.1091266116112
8702,0.520547945205479,"Mon",FALSE,13,11,2010-07-12 05:30:00,620.862,569.185,13.0036702810306
8703,0.520547945205479,"Mon",FALSE,14,11,2010-07-12 06:00:00,707.638,593.464,12.9034867669791
8704,0.520547945205479,"Mon",FALSE,15,11,2010-07-12 06:30:00,891.677,643.398,12.8083124286302
8705,0.520547945205479,"Mon",FALSE,16,14,2010-07-12 07:00:00,1016.178,760.281,12.8678968071986
8706,0.520547945205479,"Mon",FALSE,17,14,2010-07-12 07:30:00,1069.358,863.827,12.9245019668387
8707,0.520547945205479,"Mon",FALSE,18,15,2010-07-12 08:00:00,1197.998,1116.271,13.0282768684968
8708,0.520547945205479,"Mon",FALSE,19,16,2010-07-12 08:30:00,1182.977,1315.8,13.1768630250719
8709,0.520547945205479,"Mon",FALSE,20,16,2010-07-12 09:00:00,1219.671,1448.808,13.3180198738183
8710,0.520547945205479,"Mon",FALSE,21,16,2010-07-12 09:30:00,1125.908,1516.64,13.4521188801274
8711,0.520547945205479,"Mon",FALSE,22,17,2010-07-12 10:00:00,1174.03,1667.787,13.629512936121
8712,0.520547945205479,"Mon",FALSE,23,18,2010-07-12 10:30:00,1195.217,1663.802,13.848037289315
8713,0.520547945205479,"Mon",FALSE,24,17,2010-07-12 11:00:00,1178.418,1698.434,14.0056354248492
8714,0.520547945205479,"Mon",FALSE,25,17,2010-07-12 11:30:00,1257.387,1744.629,14.1553536536068
8715,0.520547945205479,"Mon",FALSE,26,17,2010-07-12 12:00:00,1290.237,1775.264,14.2975859709264
8716,0.520547945205479,"Mon",FALSE,27,18,2010-07-12 12:30:00,1314.739,1784.601,14.4827066723801
8717,0.520547945205479,"Mon",FALSE,28,17,2010-07-12 13:00:00,1214.491,1654.678,14.6085713387611
8718,0.520547945205479,"Mon",FALSE,29,18,2010-07-12 13:30:00,1147.02,1555.734,14.7781427718231
8719,0.520547945205479,"Mon",FALSE,30,17,2010-07-12 14:00:00,1145.163,1481.241,14.8892356332319
8720,0.520547945205479,"Mon",FALSE,31,17,2010-07-12 14:30:00,1148.774,1492.999,14.9947738515703
8721,0.520547945205479,"Mon",FALSE,32,17,2010-07-12 15:00:00,1177.297,1440.314,15.0950351589918
8722,0.520547945205479,"Mon",FALSE,33,18,2010-07-12 15:30:00,1294.714,1464.238,15.2402834010422
8723,0.520547945205479,"Mon",FALSE,34,18,2010-07-12 16:00:00,1442.813,1436.127,15.3782692309901
8724,0.520547945205479,"Mon",FALSE,35,18,2010-07-12 16:30:00,1659.427,1494.023,15.5093557694406
8725,0.520547945205479,"Mon",FALSE,36,17,2010-07-12 17:00:00,1704.782,1585.275,15.5838879809686
8726,0.520547945205479,"Mon",FALSE,37,17,2010-07-12 17:30:00,1659.987,1646.092,15.6546935819201
8727,0.520547945205479,"Mon",FALSE,38,17,2010-07-12 18:00:00,1628.269,1568.35,15.7219589028241
8728,0.520547945205479,"Mon",FALSE,39,16,2010-07-12 18:30:00,1649.737,1577.951,15.7358609576829
8729,0.520547945205479,"Mon",FALSE,40,16,2010-07-12 19:00:00,1564.257,1465.511,15.7490679097988
8730,0.520547945205479,"Mon",FALSE,41,15,2010-07-12 19:30:00,1508.05,1453.113,15.7116145143088
8731,0.520547945205479,"Mon",FALSE,42,14,2010-07-12 20:00:00,1485.251,1423.57,15.6260337885934
8732,0.520547945205479,"Mon",FALSE,43,14,2010-07-12 20:30:00,1481.815,1360.574,15.5447320991637
8733,0.520547945205479,"Mon",FALSE,44,13,2010-07-12 21:00:00,1553.846,1371.475,15.4174954942055
8734,0.520547945205479,"Mon",FALSE,45,12,2010-07-12 21:30:00,1644.432,1453.154,15.2466207194953
8735,0.520547945205479,"Mon",FALSE,46,12,2010-07-12 22:00:00,1608.775,1527.66,15.0842896835205
8736,0.520547945205479,"Mon",FALSE,47,12,2010-07-12 22:30:00,1447.769,1411.695,14.9300751993445
8737,0.523287671232877,"Tue",FALSE,0,12,2010-07-12 23:00:00,1234.227,1215.441,14.7835714393772
8738,0.523287671232877,"Tue",FALSE,1,12,2010-07-12 23:30:00,985.328,1001.846,14.6443928674084
8739,0.523287671232877,"Tue",FALSE,2,12,2010-07-13,830.349,806.049,14.512173224038
8740,0.523287671232877,"Tue",FALSE,3,12,2010-07-13 00:30:00,678.815,687.35,14.3865645628361
8741,0.523287671232877,"Tue",FALSE,4,11,2010-07-13 01:00:00,596.437,607.865,14.2172363346943
8742,0.523287671232877,"Tue",FALSE,5,10,2010-07-13 01:30:00,547.538,565.052,14.0063745179595
8743,0.523287671232877,"Tue",FALSE,6,10,2010-07-13 02:00:00,512.354,544.685,13.8060557920616
8744,0.523287671232877,"Tue",FALSE,7,10,2010-07-13 02:30:00,501.467,512.881,13.6157530024585
8745,0.523287671232877,"Tue",FALSE,8,11,2010-07-13 03:00:00,484.914,487.763,13.4849653523356
8746,0.523287671232877,"Tue",FALSE,9,12,2010-07-13 03:30:00,477.368,474.534,13.4107170847188
8747,0.523287671232877,"Tue",FALSE,10,12,2010-07-13 04:00:00,480.596,472.454,13.3401812304828
8748,0.523287671232877,"Tue",FALSE,11,12,2010-07-13 04:30:00,514.269,503.358,13.2731721689587
8749,0.523287671232877,"Tue",FALSE,12,12,2010-07-13 05:00:00,563.616,545.793,13.2095135605108
8750,0.523287671232877,"Tue",FALSE,13,12,2010-07-13 05:30:00,633.848,620.862,13.1490378824852
8751,0.523287671232877,"Tue",FALSE,14,13,2010-07-13 06:00:00,739.059,707.638,13.141585988361
8752,0.523287671232877,"Tue",FALSE,15,13,2010-07-13 06:30:00,897.801,891.677,13.1345066889429
8753,0.523287671232877,"Tue",FALSE,16,14,2010-07-13 07:00:00,1025.72,1016.178,13.1777813544958
8754,0.523287671232877,"Tue",FALSE,17,14,2010-07-13 07:30:00,1164.318,1069.358,13.218892286771
8755,0.523287671232877,"Tue",FALSE,18,14,2010-07-13 08:00:00,1218.722,1197.998,13.2579476724324
8756,0.523287671232877,"Tue",FALSE,19,14,2010-07-13 08:30:00,1178.163,1182.977,13.2950502888108
8757,0.523287671232877,"Tue",FALSE,20,15,2010-07-13 09:00:00,1162.055,1219.671,13.3802977743703
8758,0.523287671232877,"Tue",FALSE,21,15,2010-07-13 09:30:00,1139.539,1125.908,13.4612828856517
8759,0.523287671232877,"Tue",FALSE,22,15,2010-07-13 10:00:00,1138.435,1174.03,13.5382187413692
8760,0.523287671232877,"Tue",FALSE,23,16,2010-07-13 10:30:00,1220.745,1195.217,13.6613078043007
8761,0.523287671232877,"Tue",FALSE,24,15,2010-07-13 11:00:00,1221.203,1178.418,13.7282424140857
8762,0.523287671232877,"Tue",FALSE,25,16,2010-07-13 11:30:00,1261.312,1257.387,13.8418302933814
8763,0.523287671232877,"Tue",FALSE,26,16,2010-07-13 12:00:00,1346.575,1290.237,13.9497387787123
8764,0.523287671232877,"Tue",FALSE,27,16,2010-07-13 12:30:00,1362.481,1314.739,14.0522518397767
8765,0.523287671232877,"Tue",FALSE,28,15,2010-07-13 13:00:00,1269.946,1214.491,14.0996392477879
8766,0.523287671232877,"Tue",FALSE,29,14,2010-07-13 13:30:00,1228.179,1147.02,14.0946572853985
8767,0.523287671232877,"Tue",FALSE,30,14,2010-07-13 14:00:00,1207.234,1145.163,14.0899244211285
8768,0.523287671232877,"Tue",FALSE,31,14,2010-07-13 14:30:00,1226.25,1148.774,14.0854282000721
8769,0.523287671232877,"Tue",FALSE,32,14,2010-07-13 15:00:00,1257.936,1177.297,14.0811567900685
8770,0.523287671232877,"Tue",FALSE,33,15,2010-07-13 15:30:00,1375.085,1294.714,14.1270989505651
8771,0.523287671232877,"Tue",FALSE,34,14,2010-07-13 16:00:00,1553.544,1442.813,14.1207440030368
8772,0.523287671232877,"Tue",FALSE,35,15,2010-07-13 16:30:00,1772.548,1659.427,14.164706802885
8773,0.523287671232877,"Tue",FALSE,36,15,2010-07-13 17:00:00,1820.212,1704.782,14.2064714627407
8774,0.523287671232877,"Tue",FALSE,37,14,2010-07-13 17:30:00,1868.264,1659.987,14.1961478896037
8775,0.523287671232877,"Tue",FALSE,38,14,2010-07-13 18:00:00,1773.958,1628.269,14.1863404951235
8776,0.523287671232877,"Tue",FALSE,39,14,2010-07-13 18:30:00,1736.099,1649.737,14.1770234703673
8777,0.523287671232877,"Tue",FALSE,40,13,2010-07-13 19:00:00,1696.948,1564.257,14.118172296849
8778,0.523287671232877,"Tue",FALSE,41,13,2010-07-13 19:30:00,1594.949,1508.05,14.0622636820065
8779,0.523287671232877,"Tue",FALSE,42,13,2010-07-13 20:00:00,1583.846,1485.251,14.0091504979062
8780,0.523287671232877,"Tue",FALSE,43,13,2010-07-13 20:30:00,1675.612,1481.815,13.9586929730109
8781,0.523287671232877,"Tue",FALSE,44,13,2010-07-13 21:00:00,1682.877,1553.846,13.9107583243603
8782,0.523287671232877,"Tue",FALSE,45,13,2010-07-13 21:30:00,1675.186,1644.432,13.8652204081423
8783,0.523287671232877,"Tue",FALSE,46,13,2010-07-13 22:00:00,1599.604,1608.775,13.8219593877352
8784,0.523287671232877,"Tue",FALSE,47,14,2010-07-13 22:30:00,1434.862,1447.769,13.8308614183484
8785,0.526027397260274,"Wed",FALSE,0,14,2010-07-13 23:00:00,1227.67,1234.227,13.839318347431
8786,0.526027397260274,"Wed",FALSE,1,14,2010-07-13 23:30:00,999.662,985.328,13.8473524300595
8787,0.526027397260274,"Wed",FALSE,2,14,2010-07-14,817.688,830.349,13.8549848085565
8788,0.526027397260274,"Wed",FALSE,3,14,2010-07-14 00:30:00,690.876,678.815,13.8622355681287
8789,0.526027397260274,"Wed",FALSE,4,14,2010-07-14 01:00:00,597.997,596.437,13.8691237897222
8790,0.526027397260274,"Wed",FALSE,5,14,2010-07-14 01:30:00,558.328,547.538,13.8756676002361
8791,0.526027397260274,"Wed",FALSE,6,14,2010-07-14 02:00:00,523.709,512.354,13.8818842202243
8792,0.526027397260274,"Wed",FALSE,7,14,2010-07-14 02:30:00,503.548,501.467,13.8877900092131
8793,0.526027397260274,"Wed",FALSE,8,14,2010-07-14 03:00:00,494.615,484.914,13.8934005087524
8794,0.526027397260274,"Wed",FALSE,9,14,2010-07-14 03:30:00,479.894,477.368,13.8987304833148
8795,0.526027397260274,"Wed",FALSE,10,14,2010-07-14 04:00:00,491.464,480.596,13.9037939591491
